source,target,dijkstra_distance,astar_distance,bford_distance,dijkstra_path,astar_path,bford_path
0,0,0.0,0.0,,[0],[0],
0,1,449.0,449.0,,"[0, 1]","[0, 1]",
0,2,1351.0,1351.0,,"[0, 2]","[0, 2]",
0,3,766.0,766.0,,"[0, 1, 3]","[0, 1, 3]",
0,4,951.0,951.0,,"[0, 7, 4]","[0, 7, 4]",
0,5,730.0,730.0,,"[0, 5]","[0, 5]",
0,6,639.0,639.0,,"[0, 6]","[0, 6]",
0,7,414.0,414.0,,"[0, 7]","[0, 7]",
0,8,512.0,512.0,,"[0, 8]","[0, 8]",
0,9,542.0,542.0,,"[0, 9]","[0, 9]",
1,0,644.0,644.0,,"[1, 0]","[1, 0]",
1,1,0.0,0.0,,[1],[1],
1,2,976.0,976.0,,"[1, 2]","[1, 2]",
1,3,317.0,317.0,,"[1, 3]","[1, 3]",
1,4,1006.0,1006.0,,"[1, 4]","[1, 4]",
1,5,634.0,634.0,,"[1, 5]","[1, 5]",
1,6,669.0,669.0,,"[1, 3, 6]","[1, 3, 6]",
1,7,865.0,865.0,,"[1, 7]","[1, 7]",
1,8,816.0,816.0,,"[1, 8]","[1, 8]",
1,9,408.0,408.0,,"[1, 9]","[1, 9]",
2,0,1085.0,1085.0,,"[2, 0]","[2, 0]",
2,1,1054.0,1054.0,,"[2, 9, 1]","[2, 9, 1]",
2,2,0.0,0.0,,[2],[2],
2,3,850.0,850.0,,"[2, 3]","[2, 3]",
2,4,942.0,942.0,,"[2, 4]","[2, 4]",
2,5,683.0,683.0,,"[2, 5]","[2, 5]",
2,6,764.0,764.0,,"[2, 6]","[2, 6]",
2,7,970.0,970.0,,"[2, 7]","[2, 7]",
2,8,1227.0,1227.0,,"[2, 7, 8]","[2, 7, 8]",
2,9,880.0,880.0,,"[2, 9]","[2, 9]",
3,0,653.0,653.0,,"[3, 9, 0]","[3, 9, 0]",
3,1,399.0,399.0,,"[3, 9, 1]","[3, 9, 1]",
3,2,1087.0,1087.0,,"[3, 2]","[3, 2]",
3,3,0.0,0.0,,[3],[3],
3,4,999.0,999.0,,"[3, 6, 4]","[3, 6, 4]",
3,5,689.0,689.0,,"[3, 6, 5]","[3, 6, 5]",
3,6,352.0,352.0,,"[3, 6]","[3, 6]",
3,7,927.0,927.0,,"[3, 7]","[3, 7]",
3,8,821.0,821.0,,"[3, 8]","[3, 8]",
3,9,225.0,225.0,,"[3, 9]","[3, 9]",
4,0,980.0,980.0,,"[4, 0]","[4, 0]",
4,1,1429.0,1429.0,,"[4, 0, 1]","[4, 0, 1]",
4,2,809.0,809.0,,"[4, 2]","[4, 2]",
4,3,1099.0,1099.0,,"[4, 3]","[4, 3]",
4,4,0.0,0.0,,[4],[4],
4,5,811.0,811.0,,"[4, 5]","[4, 5]",
4,6,1250.0,1250.0,,"[4, 5, 6]","[4, 5, 6]",
4,7,925.0,925.0,,"[4, 8, 7]","[4, 8, 7]",
4,8,591.0,591.0,,"[4, 8]","[4, 8]",
4,9,1324.0,1324.0,,"[4, 3, 9]","[4, 3, 9]",
5,0,740.0,740.0,,"[5, 0]","[5, 0]",
5,1,743.0,743.0,,"[5, 1]","[5, 1]",
5,2,708.0,708.0,,"[5, 2]","[5, 2]",
5,3,645.0,645.0,,"[5, 6, 3]","[5, 6, 3]",
5,4,564.0,564.0,,"[5, 4]","[5, 4]",
5,5,0.0,0.0,,[5],[5],
5,6,439.0,439.0,,"[5, 6]","[5, 6]",
5,7,1154.0,1154.0,,"[5, 0, 7]","[5, 0, 7]",
5,8,1155.0,1155.0,,"[5, 4, 8]","[5, 4, 8]",
5,9,870.0,870.0,,"[5, 6, 3, 9]","[5, 6, 3, 9]",
6,0,859.0,859.0,,"[6, 3, 9, 0]","[6, 3, 9, 0]",
6,1,605.0,605.0,,"[6, 3, 9, 1]","[6, 3, 9, 1]",
6,2,978.0,978.0,,"[6, 2]","[6, 2]",
6,3,206.0,206.0,,"[6, 3]","[6, 3]",
6,4,647.0,647.0,,"[6, 4]","[6, 4]",
6,5,337.0,337.0,,"[6, 5]","[6, 5]",
6,6,0.0,0.0,,[6],[6],
6,7,859.0,859.0,,"[6, 7]","[6, 7]",
6,8,845.0,845.0,,"[6, 8]","[6, 8]",
6,9,431.0,431.0,,"[6, 3, 9]","[6, 3, 9]",
7,0,1146.0,1146.0,,"[7, 8, 0]","[7, 8, 0]",
7,1,975.0,975.0,,"[7, 1]","[7, 1]",
7,2,1049.0,1049.0,,"[7, 2]","[7, 2]",
7,3,1015.0,1015.0,,"[7, 6, 3]","[7, 6, 3]",
7,4,537.0,537.0,,"[7, 4]","[7, 4]",
7,5,1018.0,1018.0,,"[7, 5]","[7, 5]",
7,6,809.0,809.0,,"[7, 6]","[7, 6]",
7,7,0.0,0.0,,[7],[7],
7,8,257.0,257.0,,"[7, 8]","[7, 8]",
7,9,1039.0,1039.0,,"[7, 9]","[7, 9]",
8,0,889.0,889.0,,"[8, 0]","[8, 0]",
8,1,1255.0,1255.0,,"[8, 9, 1]","[8, 9, 1]",
8,2,1154.0,1154.0,,"[8, 2]","[8, 2]",
8,3,1195.0,1195.0,,"[8, 6, 3]","[8, 6, 3]",
8,4,871.0,871.0,,"[8, 7, 4]","[8, 7, 4]",
8,5,1241.0,1241.0,,"[8, 5]","[8, 5]",
8,6,989.0,989.0,,"[8, 6]","[8, 6]",
8,7,334.0,334.0,,"[8, 7]","[8, 7]",
8,8,0.0,0.0,,[8],[8],
8,9,1081.0,1081.0,,"[8, 9]","[8, 9]",
9,0,428.0,428.0,,"[9, 0]","[9, 0]",
9,1,174.0,174.0,,"[9, 1]","[9, 1]",
9,2,963.0,963.0,,"[9, 2]","[9, 2]",
9,3,491.0,491.0,,"[9, 1, 3]","[9, 1, 3]",
9,4,811.0,811.0,,"[9, 4]","[9, 4]",
9,5,808.0,808.0,,"[9, 1, 5]","[9, 1, 5]",
9,6,644.0,644.0,,"[9, 6]","[9, 6]",
9,7,842.0,842.0,,"[9, 0, 7]","[9, 0, 7]",
9,8,940.0,940.0,,"[9, 0, 8]","[9, 0, 8]",
9,9,0.0,0.0,,[9],[9],
