source,target,dijkstra_distance,astar_distance,bford_distance,dijkstra_path,astar_path,bford_path
0,0,0.0,0.0,,[0],[0],
0,1,587.0,587.0,,"[0, 9, 1]","[0, 9, 1]",
0,2,987.0,987.0,,"[0, 19, 2]","[0, 19, 2]",
0,3,504.0,504.0,,"[0, 3]","[0, 3]",
0,4,1062.0,1062.0,,"[0, 4]","[0, 4]",
0,5,1026.0,1026.0,,"[0, 9, 6, 5]","[0, 9, 6, 5]",
0,6,548.0,548.0,,"[0, 9, 6]","[0, 9, 6]",
0,7,537.0,537.0,,"[0, 7]","[0, 7]",
0,8,728.0,728.0,,"[0, 10, 8]","[0, 10, 8]",
0,9,270.0,270.0,,"[0, 9]","[0, 9]",
0,10,186.0,186.0,,"[0, 10]","[0, 10]",
0,11,499.0,499.0,,"[0, 11]","[0, 11]",
0,12,574.0,574.0,,"[0, 10, 12]","[0, 10, 12]",
0,13,736.0,736.0,,"[0, 10, 13]","[0, 10, 13]",
0,14,745.0,745.0,,"[0, 19, 14]","[0, 19, 14]",
0,15,747.0,747.0,,"[0, 9, 6, 15]","[0, 9, 6, 15]",
0,16,683.0,683.0,,"[0, 16]","[0, 16]",
0,17,571.0,571.0,,"[0, 10, 17]","[0, 10, 17]",
0,18,715.0,715.0,,"[0, 18]","[0, 18]",
0,19,651.0,651.0,,"[0, 19]","[0, 19]",
1,0,606.0,606.0,,"[1, 0]","[1, 0]",
1,1,0.0,0.0,,[1],[1],
1,2,1096.0,1096.0,,"[1, 2]","[1, 2]",
1,3,514.0,514.0,,"[1, 3]","[1, 3]",
1,4,1088.0,1088.0,,"[1, 4]","[1, 4]",
1,5,816.0,816.0,,"[1, 5]","[1, 5]",
1,6,528.0,528.0,,"[1, 6]","[1, 6]",
1,7,779.0,779.0,,"[1, 7]","[1, 7]",
1,8,718.0,718.0,,"[1, 8]","[1, 8]",
1,9,291.0,291.0,,"[1, 9]","[1, 9]",
1,10,465.0,465.0,,"[1, 10]","[1, 10]",
1,11,430.0,430.0,,"[1, 11]","[1, 11]",
1,12,853.0,853.0,,"[1, 10, 12]","[1, 10, 12]",
1,13,879.0,879.0,,"[1, 13]","[1, 13]",
1,14,734.0,734.0,,"[1, 14]","[1, 14]",
1,15,434.0,434.0,,"[1, 15]","[1, 15]",
1,16,772.0,772.0,,"[1, 16]","[1, 16]",
1,17,850.0,850.0,,"[1, 10, 17]","[1, 10, 17]",
1,18,985.0,985.0,,"[1, 14, 18]","[1, 14, 18]",
1,19,948.0,948.0,,"[1, 9, 19]","[1, 9, 19]",
2,0,1198.0,1198.0,,"[2, 0]","[2, 0]",
2,1,1017.0,1017.0,,"[2, 1]","[2, 1]",
2,2,0.0,0.0,,[2],[2],
2,3,777.0,777.0,,"[2, 3]","[2, 3]",
2,4,538.0,538.0,,"[2, 4]","[2, 4]",
2,5,326.0,326.0,,"[2, 5]","[2, 5]",
2,6,784.0,784.0,,"[2, 5, 6]","[2, 5, 6]",
2,7,997.0,997.0,,"[2, 4, 7]","[2, 4, 7]",
2,8,1102.0,1102.0,,"[2, 8]","[2, 8]",
2,9,881.0,881.0,,"[2, 5, 9]","[2, 5, 9]",
2,10,985.0,985.0,,"[2, 10]","[2, 10]",
2,11,1114.0,1114.0,,"[2, 3, 11]","[2, 3, 11]",
2,12,1234.0,1234.0,,"[2, 5, 12]","[2, 5, 12]",
2,13,1194.0,1194.0,,"[2, 13]","[2, 13]",
2,14,449.0,449.0,,"[2, 14]","[2, 14]",
2,15,966.0,966.0,,"[2, 15]","[2, 15]",
2,16,829.0,829.0,,"[2, 16]","[2, 16]",
2,17,915.0,915.0,,"[2, 17]","[2, 17]",
2,18,560.0,560.0,,"[2, 18]","[2, 18]",
2,19,814.0,814.0,,"[2, 19]","[2, 19]",
3,0,802.0,802.0,,"[3, 0]","[3, 0]",
3,1,482.0,482.0,,"[3, 1]","[3, 1]",
3,2,826.0,826.0,,"[3, 2]","[3, 2]",
3,3,0.0,0.0,,[3],[3],
3,4,1106.0,1106.0,,"[3, 4]","[3, 4]",
3,5,773.0,773.0,,"[3, 5]","[3, 5]",
3,6,348.0,348.0,,"[3, 6]","[3, 6]",
3,7,779.0,779.0,,"[3, 7]","[3, 7]",
3,8,799.0,799.0,,"[3, 8]","[3, 8]",
3,9,619.0,619.0,,"[3, 9]","[3, 9]",
3,10,659.0,659.0,,"[3, 10]","[3, 10]",
3,11,337.0,337.0,,"[3, 11]","[3, 11]",
3,12,745.0,745.0,,"[3, 12]","[3, 12]",
3,13,1088.0,1088.0,,"[3, 13]","[3, 13]",
3,14,704.0,704.0,,"[3, 14]","[3, 14]",
3,15,547.0,547.0,,"[3, 6, 15]","[3, 6, 15]",
3,16,981.0,981.0,,"[3, 16]","[3, 16]",
3,17,1013.0,1013.0,,"[3, 8, 17]","[3, 8, 17]",
3,18,919.0,919.0,,"[3, 18]","[3, 18]",
3,19,860.0,860.0,,"[3, 19]","[3, 19]",
4,0,938.0,938.0,,"[4, 0]","[4, 0]",
4,1,932.0,932.0,,"[4, 19, 1]","[4, 19, 1]",
4,2,569.0,569.0,,"[4, 2]","[4, 2]",
4,3,855.0,855.0,,"[4, 19, 3]","[4, 19, 3]",
4,4,0.0,0.0,,[4],[4],
4,5,782.0,782.0,,"[4, 5]","[4, 5]",
4,6,801.0,801.0,,"[4, 6]","[4, 6]",
4,7,459.0,459.0,,"[4, 7]","[4, 7]",
4,8,627.0,627.0,,"[4, 8]","[4, 8]",
4,9,1016.0,1016.0,,"[4, 9]","[4, 9]",
4,10,723.0,723.0,,"[4, 10]","[4, 10]",
4,11,1140.0,1140.0,,"[4, 15, 11]","[4, 15, 11]",
4,12,857.0,857.0,,"[4, 7, 12]","[4, 7, 12]",
4,13,703.0,703.0,,"[4, 13]","[4, 13]",
4,14,376.0,376.0,,"[4, 19, 14]","[4, 19, 14]",
4,15,816.0,816.0,,"[4, 15]","[4, 15]",
4,16,660.0,660.0,,"[4, 19, 16]","[4, 19, 16]",
4,17,671.0,671.0,,"[4, 17]","[4, 17]",
4,18,417.0,417.0,,"[4, 18]","[4, 18]",
4,19,282.0,282.0,,"[4, 19]","[4, 19]",
5,0,876.0,876.0,,"[5, 0]","[5, 0]",
5,1,784.0,784.0,,"[5, 1]","[5, 1]",
5,2,750.0,750.0,,"[5, 2]","[5, 2]",
5,3,600.0,600.0,,"[5, 6, 3]","[5, 6, 3]",
5,4,771.0,771.0,,"[5, 4]","[5, 4]",
5,5,0.0,0.0,,[5],[5],
5,6,458.0,458.0,,"[5, 6]","[5, 6]",
5,7,964.0,964.0,,"[5, 7]","[5, 7]",
5,8,1102.0,1102.0,,"[5, 8]","[5, 8]",
5,9,555.0,555.0,,"[5, 9]","[5, 9]",
5,10,911.0,911.0,,"[5, 9, 10]","[5, 9, 10]",
5,11,937.0,937.0,,"[5, 6, 3, 11]","[5, 6, 3, 11]",
5,12,908.0,908.0,,"[5, 12]","[5, 12]",
5,13,1165.0,1165.0,,"[5, 13]","[5, 13]",
5,14,380.0,380.0,,"[5, 14]","[5, 14]",
5,15,657.0,657.0,,"[5, 6, 15]","[5, 6, 15]",
5,16,699.0,699.0,,"[5, 16]","[5, 16]",
5,17,1074.0,1074.0,,"[5, 17]","[5, 17]",
5,18,631.0,631.0,,"[5, 14, 18]","[5, 14, 18]",
5,19,679.0,679.0,,"[5, 19]","[5, 19]",
6,0,459.0,459.0,,"[6, 0]","[6, 0]",
6,1,624.0,624.0,,"[6, 3, 1]","[6, 3, 1]",
6,2,686.0,686.0,,"[6, 2]","[6, 2]",
6,3,142.0,142.0,,"[6, 3]","[6, 3]",
6,4,914.0,914.0,,"[6, 4]","[6, 4]",
6,5,478.0,478.0,,"[6, 5]","[6, 5]",
6,6,0.0,0.0,,[6],[6],
6,7,921.0,921.0,,"[6, 3, 7]","[6, 3, 7]",
6,8,923.0,923.0,,"[6, 8]","[6, 8]",
6,9,592.0,592.0,,"[6, 15, 9]","[6, 15, 9]",
6,10,627.0,627.0,,"[6, 10]","[6, 10]",
6,11,479.0,479.0,,"[6, 3, 11]","[6, 3, 11]",
6,12,770.0,770.0,,"[6, 12]","[6, 12]",
6,13,1166.0,1166.0,,"[6, 12, 13]","[6, 12, 13]",
6,14,591.0,591.0,,"[6, 14]","[6, 14]",
6,15,199.0,199.0,,"[6, 15]","[6, 15]",
6,16,770.0,770.0,,"[6, 16]","[6, 16]",
6,17,1012.0,1012.0,,"[6, 10, 17]","[6, 10, 17]",
6,18,842.0,842.0,,"[6, 14, 18]","[6, 14, 18]",
6,19,818.0,818.0,,"[6, 19]","[6, 19]",
7,0,664.0,664.0,,"[7, 12, 0]","[7, 12, 0]",
7,1,998.0,998.0,,"[7, 12, 1]","[7, 12, 1]",
7,2,984.0,984.0,,"[7, 19, 2]","[7, 19, 2]",
7,3,801.0,801.0,,"[7, 3]","[7, 3]",
7,4,772.0,772.0,,"[7, 4]","[7, 4]",
7,5,1034.0,1034.0,,"[7, 5]","[7, 5]",
7,6,815.0,815.0,,"[7, 6]","[7, 6]",
7,7,0.0,0.0,,[7],[7],
7,8,571.0,571.0,,"[7, 8]","[7, 8]",
7,9,689.0,689.0,,"[7, 9]","[7, 9]",
7,10,808.0,808.0,,"[7, 10]","[7, 10]",
7,11,970.0,970.0,,"[7, 11]","[7, 11]",
7,12,398.0,398.0,,"[7, 12]","[7, 12]",
7,13,600.0,600.0,,"[7, 13]","[7, 13]",
7,14,616.0,616.0,,"[7, 14]","[7, 14]",
7,15,889.0,889.0,,"[7, 15]","[7, 15]",
7,16,485.0,485.0,,"[7, 16]","[7, 16]",
7,17,483.0,483.0,,"[7, 17]","[7, 17]",
7,18,498.0,498.0,,"[7, 18]","[7, 18]",
7,19,648.0,648.0,,"[7, 19]","[7, 19]",
8,0,625.0,625.0,,"[8, 12, 0]","[8, 12, 0]",
8,1,959.0,959.0,,"[8, 12, 1]","[8, 12, 1]",
8,2,1152.0,1152.0,,"[8, 4, 2]","[8, 4, 2]",
8,3,823.0,823.0,,"[8, 3]","[8, 3]",
8,4,583.0,583.0,,"[8, 4]","[8, 4]",
8,5,997.0,997.0,,"[8, 5]","[8, 5]",
8,6,830.0,830.0,,"[8, 6]","[8, 6]",
8,7,536.0,536.0,,"[8, 7]","[8, 7]",
8,8,0.0,0.0,,[8],[8],
8,9,850.0,850.0,,"[8, 12, 9]","[8, 12, 9]",
8,10,702.0,702.0,,"[8, 10]","[8, 10]",
8,11,1109.0,1109.0,,"[8, 12, 11]","[8, 12, 11]",
8,12,359.0,359.0,,"[8, 12]","[8, 12]",
8,13,492.0,492.0,,"[8, 13]","[8, 13]",
8,14,806.0,806.0,,"[8, 17, 14]","[8, 17, 14]",
8,15,1029.0,1029.0,,"[8, 6, 15]","[8, 6, 15]",
8,16,448.0,448.0,,"[8, 16]","[8, 16]",
8,17,214.0,214.0,,"[8, 17]","[8, 17]",
8,18,862.0,862.0,,"[8, 16, 18]","[8, 16, 18]",
8,19,865.0,865.0,,"[8, 4, 19]","[8, 4, 19]",
9,0,351.0,351.0,,"[9, 0]","[9, 0]",
9,1,317.0,317.0,,"[9, 1]","[9, 1]",
9,2,964.0,964.0,,"[9, 6, 2]","[9, 6, 2]",
9,3,420.0,420.0,,"[9, 6, 3]","[9, 6, 3]",
9,4,866.0,866.0,,"[9, 4]","[9, 4]",
9,5,756.0,756.0,,"[9, 6, 5]","[9, 6, 5]",
9,6,278.0,278.0,,"[9, 6]","[9, 6]",
9,7,835.0,835.0,,"[9, 7]","[9, 7]",
9,8,898.0,898.0,,"[9, 10, 8]","[9, 10, 8]",
9,9,0.0,0.0,,[9],[9],
9,10,356.0,356.0,,"[9, 10]","[9, 10]",
9,11,508.0,508.0,,"[9, 11]","[9, 11]",
9,12,744.0,744.0,,"[9, 10, 12]","[9, 10, 12]",
9,13,906.0,906.0,,"[9, 10, 13]","[9, 10, 13]",
9,14,751.0,751.0,,"[9, 19, 14]","[9, 19, 14]",
9,15,477.0,477.0,,"[9, 6, 15]","[9, 6, 15]",
9,16,799.0,799.0,,"[9, 16]","[9, 16]",
9,17,741.0,741.0,,"[9, 10, 17]","[9, 10, 17]",
9,18,724.0,724.0,,"[9, 18]","[9, 18]",
9,19,657.0,657.0,,"[9, 19]","[9, 19]",
10,0,501.0,501.0,,"[10, 0]","[10, 0]",
10,1,756.0,756.0,,"[10, 1]","[10, 1]",
10,2,1025.0,1025.0,,"[10, 2]","[10, 2]",
10,3,697.0,697.0,,"[10, 3]","[10, 3]",
10,4,940.0,940.0,,"[10, 4]","[10, 4]",
10,5,1125.0,1125.0,,"[10, 5]","[10, 5]",
10,6,777.0,777.0,,"[10, 9, 6]","[10, 9, 6]",
10,7,546.0,546.0,,"[10, 7]","[10, 7]",
10,8,542.0,542.0,,"[10, 8]","[10, 8]",
10,9,499.0,499.0,,"[10, 9]","[10, 9]",
10,10,0.0,0.0,,[10],[10],
10,11,1000.0,1000.0,,"[10, 0, 11]","[10, 0, 11]",
10,12,388.0,388.0,,"[10, 12]","[10, 12]",
10,13,550.0,550.0,,"[10, 13]","[10, 13]",
10,14,806.0,806.0,,"[10, 14]","[10, 14]",
10,15,976.0,976.0,,"[10, 9, 6, 15]","[10, 9, 6, 15]",
10,16,841.0,841.0,,"[10, 16]","[10, 16]",
10,17,385.0,385.0,,"[10, 17]","[10, 17]",
10,18,673.0,673.0,,"[10, 18]","[10, 18]",
10,19,915.0,915.0,,"[10, 19]","[10, 19]",
11,0,568.0,568.0,,"[11, 0]","[11, 0]",
11,1,626.0,626.0,,"[11, 9, 1]","[11, 9, 1]",
11,2,1036.0,1036.0,,"[11, 2]","[11, 2]",
11,3,307.0,307.0,,"[11, 3]","[11, 3]",
11,4,1175.0,1175.0,,"[11, 9, 4]","[11, 9, 4]",
11,5,684.0,684.0,,"[11, 5]","[11, 5]",
11,6,477.0,477.0,,"[11, 6]","[11, 6]",
11,7,926.0,926.0,,"[11, 7]","[11, 7]",
11,8,986.0,986.0,,"[11, 8]","[11, 8]",
11,9,309.0,309.0,,"[11, 9]","[11, 9]",
11,10,607.0,607.0,,"[11, 10]","[11, 10]",
11,11,0.0,0.0,,[11],[11],
11,12,751.0,751.0,,"[11, 12]","[11, 12]",
11,13,1147.0,1147.0,,"[11, 12, 13]","[11, 12, 13]",
11,14,1011.0,1011.0,,"[11, 3, 14]","[11, 3, 14]",
11,15,435.0,435.0,,"[11, 15]","[11, 15]",
11,16,989.0,989.0,,"[11, 16]","[11, 16]",
11,17,992.0,992.0,,"[11, 10, 17]","[11, 10, 17]",
11,18,1033.0,1033.0,,"[11, 9, 18]","[11, 9, 18]",
11,19,966.0,966.0,,"[11, 9, 19]","[11, 9, 19]",
12,0,266.0,266.0,,"[12, 0]","[12, 0]",
12,1,600.0,600.0,,"[12, 1]","[12, 1]",
12,2,1157.0,1157.0,,"[12, 2]","[12, 2]",
12,3,716.0,716.0,,"[12, 3]","[12, 3]",
12,4,984.0,984.0,,"[12, 4]","[12, 4]",
12,5,1046.0,1046.0,,"[12, 5]","[12, 5]",
12,6,667.0,667.0,,"[12, 6]","[12, 6]",
12,7,523.0,523.0,,"[12, 7]","[12, 7]",
12,8,521.0,521.0,,"[12, 8]","[12, 8]",
12,9,491.0,491.0,,"[12, 9]","[12, 9]",
12,10,452.0,452.0,,"[12, 0, 10]","[12, 0, 10]",
12,11,750.0,750.0,,"[12, 11]","[12, 11]",
12,12,0.0,0.0,,[12],[12],
12,13,396.0,396.0,,"[12, 13]","[12, 13]",
12,14,1011.0,1011.0,,"[12, 0, 19, 14]","[12, 0, 19, 14]",
12,15,866.0,866.0,,"[12, 6, 15]","[12, 6, 15]",
12,16,941.0,941.0,,"[12, 13, 16]","[12, 13, 16]",
12,17,710.0,710.0,,"[12, 17]","[12, 17]",
12,18,981.0,981.0,,"[12, 0, 18]","[12, 0, 18]",
12,19,917.0,917.0,,"[12, 0, 19]","[12, 0, 19]",
13,0,729.0,729.0,,"[13, 12, 0]","[13, 12, 0]",
13,1,829.0,829.0,,"[13, 1]","[13, 1]",
13,2,1252.0,1252.0,,"[13, 16, 2]","[13, 16, 2]",
13,3,1046.0,1046.0,,"[13, 8, 3]","[13, 8, 3]",
13,4,806.0,806.0,,"[13, 8, 4]","[13, 8, 4]",
13,5,1120.0,1120.0,,"[13, 5]","[13, 5]",
13,6,991.0,991.0,,"[13, 6]","[13, 6]",
13,7,505.0,505.0,,"[13, 7]","[13, 7]",
13,8,223.0,223.0,,"[13, 8]","[13, 8]",
13,9,760.0,760.0,,"[13, 9]","[13, 9]",
13,10,665.0,665.0,,"[13, 10]","[13, 10]",
13,11,1196.0,1196.0,,"[13, 11]","[13, 11]",
13,12,463.0,463.0,,"[13, 12]","[13, 12]",
13,13,0.0,0.0,,[13],[13],
13,14,895.0,895.0,,"[13, 14]","[13, 14]",
13,15,1128.0,1128.0,,"[13, 15]","[13, 15]",
13,16,545.0,545.0,,"[13, 16]","[13, 16]",
13,17,437.0,437.0,,"[13, 8, 17]","[13, 8, 17]",
13,18,696.0,696.0,,"[13, 18]","[13, 18]",
13,19,1088.0,1088.0,,"[13, 8, 4, 19]","[13, 8, 4, 19]",
14,0,1047.0,1047.0,,"[14, 18, 0]","[14, 18, 0]",
14,1,945.0,945.0,,"[14, 1]","[14, 1]",
14,2,463.0,463.0,,"[14, 2]","[14, 2]",
14,3,883.0,883.0,,"[14, 3]","[14, 3]",
14,4,658.0,658.0,,"[14, 4]","[14, 4]",
14,5,652.0,652.0,,"[14, 5]","[14, 5]",
14,6,911.0,911.0,,"[14, 6]","[14, 6]",
14,7,806.0,806.0,,"[14, 7]","[14, 7]",
14,8,896.0,896.0,,"[14, 18, 8]","[14, 18, 8]",
14,9,819.0,819.0,,"[14, 9]","[14, 9]",
14,10,1055.0,1055.0,,"[14, 10]","[14, 10]",
14,11,944.0,944.0,,"[14, 11]","[14, 11]",
14,12,1003.0,1003.0,,"[14, 18, 12]","[14, 18, 12]",
14,13,917.0,917.0,,"[14, 16, 13]","[14, 16, 13]",
14,14,0.0,0.0,,[14],[14],
14,15,963.0,963.0,,"[14, 15]","[14, 15]",
14,16,404.0,404.0,,"[14, 16]","[14, 16]",
14,17,854.0,854.0,,"[14, 16, 17]","[14, 16, 17]",
14,18,251.0,251.0,,"[14, 18]","[14, 18]",
14,19,542.0,542.0,,"[14, 19]","[14, 19]",
15,0,598.0,598.0,,"[15, 0]","[15, 0]",
15,1,710.0,710.0,,"[15, 9, 1]","[15, 9, 1]",
15,2,1051.0,1051.0,,"[15, 2]","[15, 2]",
15,3,479.0,479.0,,"[15, 3]","[15, 3]",
15,4,1196.0,1196.0,,"[15, 4]","[15, 4]",
15,5,774.0,774.0,,"[15, 5]","[15, 5]",
15,6,649.0,649.0,,"[15, 6]","[15, 6]",
15,7,926.0,926.0,,"[15, 7]","[15, 7]",
15,8,1219.0,1219.0,,"[15, 8]","[15, 8]",
15,9,393.0,393.0,,"[15, 9]","[15, 9]",
15,10,749.0,749.0,,"[15, 9, 10]","[15, 9, 10]",
15,11,324.0,324.0,,"[15, 11]","[15, 11]",
15,12,1056.0,1056.0,,"[15, 12]","[15, 12]",
15,13,1251.0,1251.0,,"[15, 13]","[15, 13]",
15,14,888.0,888.0,,"[15, 14]","[15, 14]",
15,15,0.0,0.0,,[15],[15],
15,16,1111.0,1111.0,,"[15, 16]","[15, 16]",
15,17,1134.0,1134.0,,"[15, 9, 10, 17]","[15, 9, 10, 17]",
15,18,1033.0,1033.0,,"[15, 18]","[15, 18]",
15,19,897.0,897.0,,"[15, 19]","[15, 19]",
16,0,919.0,919.0,,"[16, 0]","[16, 0]",
16,1,685.0,685.0,,"[16, 1]","[16, 1]",
16,2,707.0,707.0,,"[16, 2]","[16, 2]",
16,3,646.0,646.0,,"[16, 3]","[16, 3]",
16,4,542.0,542.0,,"[16, 4]","[16, 4]",
16,5,767.0,767.0,,"[16, 5]","[16, 5]",
16,6,940.0,940.0,,"[16, 6]","[16, 6]",
16,7,521.0,521.0,,"[16, 7]","[16, 7]",
16,8,549.0,549.0,,"[16, 8]","[16, 8]",
16,9,976.0,976.0,,"[16, 1, 9]","[16, 1, 9]",
16,10,814.0,814.0,,"[16, 10]","[16, 10]",
16,11,965.0,965.0,,"[16, 11]","[16, 11]",
